mu_g,b,Γ_sch/Γ0,Ecrit_poly/Ecrit0,Γ_inst_avg,Γ_total/Γ0
0.16631578947368422,17.894736842105264,1.3517870391245534e+17,3.3861426876978187e-10,0.047619047619047616,1.3517870391245534e+17
0.16631578947368422,18.94736842105263,1.2936999057358565e+17,3.3861426876978187e-10,0.047619047619047616,1.2936999057358565e+17
0.16631578947368422,20.0,1.23927794758118e+17,3.3861426876978187e-10,0.047619047619047616,1.23927794758118e+17
0.21842105263157896,0.0,3.4879734631872794e+17,4.368674837961554e-09,0.047619047619047616,3.4879734631872794e+17
0.21842105263157896,1.0526315789473684,3.2518743975584026e+17,4.368674837961554e-09,0.047619047619047616,3.2518743975584026e+17
0.21842105263157896,2.1052631578947367,3.0389606247033914e+17,4.368674837961554e-09,0.047619047619047616,3.0389606247033914e+17
0.21842105263157896,3.1578947368421053,2.846292837612026e+17,4.368674837961554e-09,0.047619047619047616,2.846292837612026e+17
0.21842105263157896,4.2105263157894735,2.671383171851432e+17,4.368674837961554e-09,0.047619047619047616,2.671383171851432e+17
0.21842105263157896,5.263157894736842,2.512114487712381e+17,4.368674837961554e-09,0.047619047619047616,2.512114487712381e+17
0.21842105263157896,6.315789473684211,2.3666760017036966e+17,4.368674837961554e-09,0.047619047619047616,2.3666760017036966e+17
0.21842105263157896,7.368421052631579,2.233511589438531e+17,4.368674837961554e-09,0.047619047619047616,2.233511589438531e+17
0.21842105263157896,8.421052631578947,2.1112779872603827e+17,4.368674837961554e-09,0.047619047619047616,2.1112779872603827e+17
0.21842105263157896,9.473684210526315,1.9988107842722083e+17,4.368674837961554e-09,0.047619047619047616,1.9988107842722083e+17
0.21842105263157896,10.526315789473683,1.895096588490806e+17,4.368674837961554e-09,0.047619047619047616,1.895096588490806e+17
0.21842105263157896,11.578947368421051,1.799250118539042e+17,4.368674837961554e-09,0.047619047619047616,1.799250118539042e+17
0.21842105263157896,12.631578947368421,1.7104952493340486e+17,4.368674837961554e-09,0.047619047619047616,1.7104952493340486e+17
0.21842105263157896,13.68421052631579,1.628149250618536e+17,4.368674837961554e-09,0.047619047619047616,1.628149250618536e+17
0.21842105263157896,14.736842105263158,1.5516096181407747e+17,4.368674837961554e-09,0.047619047619047616,1.5516096181407747e+17
0.21842105263157896,15.789473684210526,1.4803430212977136e+17,4.368674837961554e-09,0.047619047619047616,1.4803430212977136e+17
0.21842105263157896,16.842105263157894,1.4138759872358098e+17,4.368674837961554e-09,0.047619047619047616,1.4138759872358098e+17
0.21842105263157896,17.894736842105264,1.3517870164738325e+17,4.368674837961554e-09,0.047619047619047616,1.3517870164738325e+17
0.21842105263157896,18.94736842105263,1.2936998840584512e+17,4.368674837961554e-09,0.047619047619047616,1.2936998840584512e+17
0.21842105263157896,20.0,1.239277926815676e+17,4.368674837961554e-09,0.047619047619047616,1.239277926815676e+17
0.2705263157894737,0.0,3.487973493509434e+17,2.2778160141188707e-09,0.047619047619047616,3.487973493509434e+17
0.2705263157894737,1.0526315789473684,3.251874425828067e+17,2.2778160141188707e-09,0.047619047619047616,3.251874425828067e+17
0.2705263157894737,2.1052631578947367,3.038960651122123e+17,2.2778160141188707e-09,0.047619047619047616,3.038960651122123e+17
0.2705263157894737,3.1578947368421053,2.84629286235583e+17,2.2778160141188707e-09,0.047619047619047616,2.84629286235583e+17
0.2705263157894737,4.2105263157894735,2.6713831950746864e+17,2.2778160141188707e-09,0.047619047619047616,2.6713831950746864e+17
0.2705263157894737,5.263157894736842,2.512114509551058e+17,2.2778160141188707e-09,0.047619047619047616,2.512114509551058e+17
0.2705263157894737,6.315789473684211,2.3666760222780262e+17,2.2778160141188707e-09,0.047619047619047616,2.3666760222780262e+17
0.2705263157894737,7.368421052631579,2.2335116088552166e+17,2.2778160141188707e-09,0.047619047619047616,2.2335116088552166e+17
0.2705263157894737,8.421052631578947,2.1112780056144496e+17,2.2778160141188707e-09,0.047619047619047616,2.1112780056144496e+17
0.2705263157894737,9.473684210526315,1.998810801648559e+17,2.2778160141188707e-09,0.047619047619047616,1.998810801648559e+17
0.2705263157894737,10.526315789473683,1.8950966049655334e+17,2.2778160141188707e-09,0.047619047619047616,1.8950966049655334e+17
0.2705263157894737,11.578947368421051,1.799250134180543e+17,2.2778160141188707e-09,0.047619047619047616,1.799250134180543e+17
0.2705263157894737,12.631578947368421,1.710495264203973e+17,2.2778160141188707e-09,0.047619047619047616,1.710495264203973e+17
0.2705263157894737,13.68421052631579,1.6281492647725984e+17,2.2778160141188707e-09,0.047619047619047616,1.6281492647725984e+17
0.2705263157894737,14.736842105263158,1.5516096316294518e+17,2.2778160141188707e-09,0.047619047619047616,1.5516096316294518e+17
0.2705263157894737,15.789473684210526,1.4803430341668458e+17,2.2778160141188707e-09,0.047619047619047616,1.4803430341668458e+17
0.2705263157894737,16.842105263157894,1.4138759995271208e+17,2.2778160141188707e-09,0.047619047619047616,1.4138759995271208e+17
0.2705263157894737,17.894736842105264,1.3517870282253827e+17,2.2778160141188707e-09,0.047619047619047616,1.3517870282253827e+17
0.2705263157894737,18.94736842105263,1.2936998953050299e+17,2.2778160141188707e-09,0.047619047619047616,1.2936998953050299e+17
0.2705263157894737,20.0,1.2392779375891461e+17,2.2778160141188707e-09,0.047619047619047616,1.2392779375891461e+17
0.32263157894736844,0.0,3.487973549912658e+17,-1.6114582209394624e-09,0.047619047619047616,3.487973549912658e+17
0.32263157894736844,1.0526315789473684,3.251874478413386e+17,-1.6114582209394624e-09,0.047619047619047616,3.251874478413386e+17
0.32263157894736844,2.1052631578947367,3.038960700264462e+17,-1.6114582209394624e-09,0.047619047619047616,3.038960700264462e+17
0.32263157894736844,3.1578947368421053,2.8462929083825827e+17,-1.6114582209394624e-09,0.047619047619047616,2.8462929083825827e+17
0.32263157894736844,4.2105263157894735,2.6713832382730147e+17,-1.6114582209394624e-09,0.047619047619047616,2.6713832382730147e+17
0.32263157894736844,5.263157894736842,2.5121145501738883e+17,-1.6114582209394624e-09,0.047619047619047616,2.5121145501738883e+17
0.32263157894736844,6.315789473684211,2.3666760605490045e+17,-1.6114582209394624e-09,0.047619047619047616,2.3666760605490045e+17
0.32263157894736844,7.368421052631579,2.2335116449728234e+17,-1.6114582209394624e-09,0.047619047619047616,2.2335116449728234e+17
0.32263157894736844,8.421052631578947,2.1112780397554448e+17,-1.6114582209394624e-09,0.047619047619047616,2.1112780397554448e+17
0.32263157894736844,9.473684210526315,1.9988108339708726e+17,-1.6114582209394624e-09,0.047619047619047616,1.9988108339708726e+17
0.32263157894736844,10.526315789473683,1.8950966356107085e+17,-1.6114582209394624e-09,0.047619047619047616,1.8950966356107085e+17
0.32263157894736844,11.578947368421051,1.7992501632758064e+17,-1.6114582209394624e-09,0.047619047619047616,1.7992501632758064e+17
0.32263157894736844,12.631578947368421,1.710495291864002e+17,-1.6114582209394624e-09,0.047619047619047616,1.710495291864002e+17
0.32263157894736844,13.68421052631579,1.6281492911010288e+17,-1.6114582209394624e-09,0.047619047619047616,1.6281492911010288e+17
0.32263157894736844,14.736842105263158,1.5516096567201773e+17,-1.6114582209394624e-09,0.047619047619047616,1.5516096567201773e+17
0.32263157894736844,15.789473684210526,1.480343058105135e+17,-1.6114582209394624e-09,0.047619047619047616,1.480343058105135e+17
0.32263157894736844,16.842105263157894,1.413876022390587e+17,-1.6114582209394624e-09,0.047619047619047616,1.413876022390587e+17
0.32263157894736844,17.894736842105264,1.3517870500848224e+17,-1.6114582209394624e-09,0.047619047619047616,1.3517870500848224e+17
0.32263157894736844,18.94736842105263,1.2936999162251558e+17,-1.6114582209394624e-09,0.047619047619047616,1.2936999162251558e+17
0.32263157894736844,20.0,1.2392779576292269e+17,-1.6114582209394624e-09,0.047619047619047616,1.2392779576292269e+17
0.37473684210526315,0.0,3.487973564570845e+17,-2.6222108882953836e-09,0.047619047619047616,3.487973564570845e+17
0.37473684210526315,1.0526315789473684,3.2518744920793683e+17,-2.6222108882953836e-09,0.047619047619047616,3.2518744920793683e+17
0.37473684210526315,2.1052631578947367,3.0389607130356755e+17,-2.6222108882953836e-09,0.047619047619047616,3.0389607130356755e+17
0.37473684210526315,3.1578947368421053,2.8462929203441107e+17,-2.6222108882953836e-09,0.047619047619047616,2.8462929203441107e+17
0.37473684210526315,4.2105263157894735,2.6713832494994858e+17,-2.6222108882953836e-09,0.047619047619047616,2.6713832494994858e+17
0.37473684210526315,5.263157894736842,2.512114560731034e+17,-2.6222108882953836e-09,0.047619047619047616,2.512114560731034e+17
0.37473684210526315,6.315789473684211,2.3666760704949456e+17,-2.6222108882953836e-09,0.047619047619047616,2.3666760704949456e+17
0.37473684210526315,7.368421052631579,2.2335116543591418e+17,-2.6222108882953836e-09,0.047619047619047616,2.2335116543591418e+17
0.37473684210526315,8.421052631578947,2.1112780486280774e+17,-2.6222108882953836e-09,0.047619047619047616,2.1112780486280774e+17
0.37473684210526315,9.473684210526315,1.9988108423708624e+17,-2.6222108882953836e-09,0.047619047619047616,1.9988108423708624e+17
0.37473684210526315,10.526315789473683,1.89509664357484e+17,-2.6222108882953836e-09,0.047619047619047616,1.89509664357484e+17
0.37473684210526315,11.578947368421051,1.799250170837144e+17,-2.6222108882953836e-09,0.047619047619047616,1.799250170837144e+17
0.37473684210526315,12.631578947368421,1.7104952990523475e+17,-2.6222108882953836e-09,0.047619047619047616,1.7104952990523475e+17
0.37473684210526315,13.68421052631579,1.628149297943316e+17,-2.6222108882953836e-09,0.047619047619047616,1.628149297943316e+17
0.37473684210526315,14.736842105263158,1.551609663240807e+17,-2.6222108882953836e-09,0.047619047619047616,1.551609663240807e+17
0.37473684210526315,15.789473684210526,1.4803430643262675e+17,-2.6222108882953836e-09,0.047619047619047616,1.4803430643262675e+17
0.37473684210526315,16.842105263157894,1.413876028332392e+17,-2.6222108882953836e-09,0.047619047619047616,1.413876028332392e+17
0.37473684210526315,17.894736842105264,1.3517870557656989e+17,-2.6222108882953836e-09,0.047619047619047616,1.3517870557656989e+17
0.37473684210526315,18.94736842105263,1.2936999216619216e+17,-2.6222108882953836e-09,0.047619047619047616,1.2936999216619216e+17
0.37473684210526315,20.0,1.2392779628372846e+17,-2.6222108882953836e-09,0.047619047619047616,1.2392779628372846e+17
0.4268421052631579,0.0,3.4879735324089645e+17,-4.0449413590209813e-10,0.047619047619047616,3.4879735324089645e+17
0.4268421052631579,1.0526315789473684,3.251874462094509e+17,-4.0449413590209813e-10,0.047619047619047616,3.251874462094509e+17
0.4268421052631579,2.1052631578947367,3.038960685014049e+17,-4.0449413590209813e-10,0.047619047619047616,3.038960685014049e+17
0.4268421052631579,3.1578947368421053,2.8462928940990342e+17,-4.0449413590209813e-10,0.047619047619047616,2.8462928940990342e+17
0.4268421052631579,4.2105263157894735,2.6713832248672154e+17,-4.0449413590209813e-10,0.047619047619047616,2.6713832248672154e+17
0.4268421052631579,5.263157894736842,2.512114537567347e+17,-4.0449413590209813e-10,0.047619047619047616,2.512114537567347e+17
0.4268421052631579,6.315789473684211,2.3666760486723168e+17,-4.0449413590209813e-10,0.047619047619047616,2.3666760486723168e+17
0.4268421052631579,7.368421052631579,2.2335116337643942e+17,-4.0449413590209813e-10,0.047619047619047616,2.2335116337643942e+17
0.4268421052631579,8.421052631578947,2.1112780291604205e+17,-4.0449413590209813e-10,0.047619047619047616,2.1112780291604205e+17
0.4268421052631579,9.473684210526315,1.9988108239402426e+17,-4.0449413590209813e-10,0.047619047619047616,1.9988108239402426e+17
0.4268421052631579,10.526315789473683,1.8950966261005472e+17,-4.0449413590209813e-10,0.047619047619047616,1.8950966261005472e+17
0.4268421052631579,11.578947368421051,1.7992501542466317e+17,-4.0449413590209813e-10,0.047619047619047616,1.7992501542466317e+17
0.4268421052631579,12.631578947368421,1.7104952832802253e+17,-4.0449413590209813e-10,0.047619047619047616,1.7104952832802253e+17
0.4268421052631579,13.68421052631579,1.628149282930489e+17,-4.0449413590209813e-10,0.047619047619047616,1.628149282930489e+17
0.4268421052631579,14.736842105263158,1.5516096489337363e+17,-4.0449413590209813e-10,0.047619047619047616,1.5516096489337363e+17
0.4268421052631579,15.789473684210526,1.4803430506763312e+17,-4.0449413590209813e-10,0.047619047619047616,1.4803430506763312e+17
0.4268421052631579,16.842105263157894,1.4138760152953346e+17,-4.0449413590209813e-10,0.047619047619047616,1.4138760152953346e+17
0.4268421052631579,17.894736842105264,1.351787043301151e+17,-4.0449413590209813e-10,0.047619047619047616,1.351787043301151e+17
0.4268421052631579,18.94736842105263,1.293699909732983e+17,-4.0449413590209813e-10,0.047619047619047616,1.293699909732983e+17
0.4268421052631579,20.0,1.2392779514101597e+17,-4.0449413590209813e-10,0.047619047619047616,1.2392779514101597e+17
0.4789473684210527,0.0,3.487973500473762e+17,1.7975920781336261e-09,0.047619047619047616,3.487973500473762e+17
0.4789473684210527,1.0526315789473684,3.2518744323209824e+17,1.7975920781336261e-09,0.047619047619047616,3.2518744323209824e+17
0.4789473684210527,2.1052631578947367,3.03896065718992e+17,1.7975920781336261e-09,0.047619047619047616,3.03896065718992e+17
0.4789473684210527,3.1578947368421053,2.8462928680389338e+17,1.7975920781336261e-09,0.047619047619047616,2.8462928680389338e+17
0.4789473684210527,4.2105263157894735,2.6713832004085536e+17,1.7975920781336261e-09,0.047619047619047616,2.6713832004085536e+17
0.4789473684210527,5.263157894736842,2.512114514566918e+17,1.7975920781336261e-09,0.047619047619047616,2.512114514566918e+17
0.4789473684210527,6.315789473684211,2.366676027003494e+17,1.7975920781336261e-09,0.047619047619047616,2.366676027003494e+17
0.4789473684210527,7.368421052631579,2.233511613314799e+17,1.7975920781336261e-09,0.047619047619047616,2.233511613314799e+17
0.4789473684210527,8.421052631578947,2.1112780098299722e+17,1.7975920781336261e-09,0.047619047619047616,2.1112780098299722e+17
0.4789473684210527,9.473684210526315,1.998810805639522e+17,1.7975920781336261e-09,0.047619047619047616,1.998810805639522e+17
0.4789473684210527,10.526315789473683,1.8950966087494134e+17,1.7975920781336261e-09,0.047619047619047616,1.8950966087494134e+17
0.4789473684210527,11.578947368421051,1.7992501377730493e+17,1.7975920781336261e-09,0.047619047619047616,1.7992501377730493e+17
0.4789473684210527,12.631578947368421,1.7104952676192653e+17,1.7975920781336261e-09,0.047619047619047616,1.7104952676192653e+17
0.4789473684210527,13.68421052631579,1.628149268023473e+17,1.7975920781336261e-09,0.047619047619047616,1.628149268023473e+17
0.4789473684210527,14.736842105263158,1.551609634727502e+17,1.7975920781336261e-09,0.047619047619047616,1.551609634727502e+17
0.4789473684210527,15.789473684210526,1.4803430371226e+17,1.7975920781336261e-09,0.047619047619047616,1.4803430371226e+17
0.4789473684210527,16.842105263157894,1.4138760023501627e+17,1.7975920781336261e-09,0.047619047619047616,1.4138760023501627e+17
0.4789473684210527,17.894736842105264,1.3517870309244534e+17,1.7975920781336261e-09,0.047619047619047616,1.3517870309244534e+17
0.4789473684210527,18.94736842105263,1.29369989788812e+17,1.7975920781336261e-09,0.047619047619047616,1.29369989788812e+17
0.4789473684210527,20.0,1.2392779400635734e+17,1.7975920781336261e-09,0.047619047619047616,1.2392779400635734e+17
0.5310526315789474,0.0,3.487973505257208e+17,1.4677503387872853e-09,0.047619047619047616,3.487973505257208e+17
0.5310526315789474,1.0526315789473684,3.2518744367806406e+17,1.4677503387872853e-09,0.047619047619047616,3.2518744367806406e+17
0.5310526315789474,2.1052631578947367,3.038960661357586e+17,1.4677503387872853e-09,0.047619047619047616,3.038960661357586e+17
0.5310526315789474,3.1578947368421053,2.8462928719423725e+17,1.4677503387872853e-09,0.047619047619047616,2.8462928719423725e+17
0.5310526315789474,4.2105263157894735,2.671383204072119e+17,1.4677503387872853e-09,0.047619047619047616,2.671383204072119e+17
0.5310526315789474,5.263157894736842,2.5121145180120605e+17,1.4677503387872853e-09,0.047619047619047616,2.5121145180120605e+17
0.5310526315789474,6.315789473684211,2.3666760302491808e+17,1.4677503387872853e-09,0.047619047619047616,2.3666760302491808e+17
0.5310526315789474,7.368421052631579,2.2335116163778624e+17,1.4677503387872853e-09,0.047619047619047616,2.2335116163778624e+17
0.5310526315789474,8.421052631578947,2.1112780127254032e+17,1.4677503387872853e-09,0.047619047619047616,2.1112780127254032e+17
0.5310526315789474,9.473684210526315,1.998810808380714e+17,1.4677503387872853e-09,0.047619047619047616,1.998810808380714e+17
0.5310526315789474,10.526315789473683,1.8950966113483706e+17,1.4677503387872853e-09,0.047619047619047616,1.8950966113483706e+17
0.5310526315789474,11.578947368421051,1.7992501402405616e+17,1.4677503387872853e-09,0.047619047619047616,1.7992501402405616e+17
0.5310526315789474,12.631578947368421,1.7104952699650582e+17,1.4677503387872853e-09,0.047619047619047616,1.7104952699650582e+17
0.5310526315789474,13.68421052631579,1.6281492702563357e+17,1.4677503387872853e-09,0.047619047619047616,1.6281492702563357e+17
0.5310526315789474,14.736842105263158,1.551609636855397e+17,1.4677503387872853e-09,0.047619047619047616,1.551609636855397e+17
0.5310526315789474,15.789473684210526,1.4803430391527594e+17,1.4677503387872853e-09,0.047619047619047616,1.4803430391527594e+17
0.5310526315789474,16.842105263157894,1.4138760042891683e+17,1.4677503387872853e-09,0.047619047619047616,1.4138760042891683e+17
0.5310526315789474,17.894736842105264,1.3517870327783098e+17,1.4677503387872853e-09,0.047619047619047616,1.3517870327783098e+17
0.5310526315789474,18.94736842105263,1.2936998996623149e+17,1.4677503387872853e-09,0.047619047619047616,1.2936998996623149e+17
0.5310526315789474,20.0,1.2392779417631334e+17,1.4677503387872853e-09,0.047619047619047616,1.2392779417631334e+17
0.5831578947368421,0.0,3.4879735342917824e+17,-5.343235119595161e-10,0.047619047619047616,3.4879735342917824e+17
0.5831578947368421,1.0526315789473684,3.2518744638498797e+17,-5.343235119595161e-10,0.047619047619047616,3.2518744638498797e+17
0.5831578947368421,2.1052631578947367,3.038960686654489e+17,-5.343235119595161e-10,0.047619047619047616,3.038960686654489e+17
0.5831578947368421,3.1578947368421053,2.8462928956354714e+17,-5.343235119595161e-10,0.047619047619047616,2.8462928956354714e+17
0.5831578947368421,4.2105263157894735,2.6713832263092355e+17,-5.343235119595161e-10,0.047619047619047616,2.6713832263092355e+17
0.5831578947368421,5.263157894736842,2.5121145389233936e+17,-5.343235119595161e-10,0.047619047619047616,2.5121145389233936e+17
0.5831578947368421,6.315789473684211,2.3666760499498554e+17,-5.343235119595161e-10,0.047619047619047616,2.3666760499498554e+17
