mu_g,b,Γ_sch/Γ0,Γ_total/Γ0,Γ_inst,m
0.23,6.666666666666667,0.0,0.0,0.0,1.670000000000007e-27
0.23,8.88888888888889,37.759753569202246,37.759753569202246,0.0,9.10999999999999e-31
0.23,8.88888888888889,1672897211147802.2,1672897211147802.2,0.0,2.6649528724626883e-30
0.23,8.88888888888889,1.00379458477688e+132,1.00379458477688e+132,0.0,7.795800013663226e-30
0.23,8.88888888888889,0.0,0.0,0.0,2.2805092908404498e-29
0.23,8.88888888888889,0.0,0.0,0.0,6.671185274756434e-29
0.23,8.88888888888889,0.0,0.0,0.0,1.951525176804936e-28
0.23,8.88888888888889,0.0,0.0,0.0,5.708806394741622e-28
0.23,8.88888888888889,0.0,0.0,0.0,1.670000000000007e-27
0.23,11.11111111111111,33.741729748555436,33.741729748555436,0.0,9.10999999999999e-31
0.23,11.11111111111111,1494883844837914.2,1494883844837914.2,0.0,2.6649528724626883e-30
0.23,11.11111111111111,8.969805785552022e+131,8.969805785552022e+131,0.0,7.795800013663226e-30
0.23,11.11111111111111,0.0,0.0,0.0,2.2805092908404498e-29
0.23,11.11111111111111,0.0,0.0,0.0,6.671185274756434e-29
0.23,11.11111111111111,0.0,0.0,0.0,1.951525176804936e-28
0.23,11.11111111111111,0.0,0.0,0.0,5.708806394741622e-28
0.23,11.11111111111111,0.0,0.0,0.0,1.670000000000007e-27
0.23,13.333333333333334,30.332516522351014,30.332516522351014,0.0,9.10999999999999e-31
0.23,13.333333333333334,1343843047183522.5,1343843047183522.5,0.0,2.6649528724626883e-30
0.23,13.333333333333334,8.06351020591008e+131,8.06351020591008e+131,0.0,7.795800013663226e-30
0.23,13.333333333333334,0.0,0.0,0.0,2.2805092908404498e-29
0.23,13.333333333333334,0.0,0.0,0.0,6.671185274756434e-29
0.23,13.333333333333334,0.0,0.0,0.0,1.951525176804936e-28
0.23,13.333333333333334,0.0,0.0,0.0,5.708806394741622e-28
0.23,13.333333333333334,0.0,0.0,0.0,1.670000000000007e-27
0.23,15.555555555555557,27.41505385418981,27.41505385418981,0.0,9.10999999999999e-31
0.23,15.555555555555557,1214588624157429.5,1214588624157429.5,0.0,2.6649528724626883e-30
0.23,15.555555555555557,7.287940200607527e+131,7.287940200607527e+131,0.0,7.795800013663226e-30
0.23,15.555555555555557,0.0,0.0,0.0,2.2805092908404498e-29
0.23,15.555555555555557,0.0,0.0,0.0,6.671185274756434e-29
0.23,15.555555555555557,0.0,0.0,0.0,1.951525176804936e-28
0.23,15.555555555555557,0.0,0.0,0.0,5.708806394741622e-28
0.23,15.555555555555557,0.0,0.0,0.0,1.670000000000007e-27
0.23,17.77777777777778,24.89912152821465,24.89912152821465,0.0,9.10999999999999e-31
0.23,17.77777777777778,1103123485386149.6,1103123485386149.6,0.0,2.6649528724626883e-30
0.23,17.77777777777778,6.6191118832164925e+131,6.6191118832164925e+131,0.0,7.795800013663226e-30
0.23,17.77777777777778,0.0,0.0,0.0,2.2805092908404498e-29
0.23,17.77777777777778,0.0,0.0,0.0,6.671185274756434e-29
0.23,17.77777777777778,0.0,0.0,0.0,1.951525176804936e-28
0.23,17.77777777777778,0.0,0.0,0.0,5.708806394741622e-28
0.23,17.77777777777778,0.0,0.0,0.0,1.670000000000007e-27
0.23,20.0,22.71427937586841,22.71427937586841,0.0,9.10999999999999e-31
0.23,20.0,1006326869996177.9,1006326869996177.9,0.0,2.6649528724626883e-30
0.23,20.0,6.038299639011015e+131,6.038299639011015e+131,0.0,7.795800013663226e-30
0.23,20.0,0.0,0.0,0.0,2.2805092908404498e-29
0.23,20.0,0.0,0.0,0.0,6.671185274756434e-29
0.23,20.0,0.0,0.0,0.0,1.951525176804936e-28
0.23,20.0,0.0,0.0,0.0,5.708806394741622e-28
0.23,20.0,0.0,0.0,0.0,1.670000000000007e-27
0.34,0.0,63.92981107272779,63.92981107272779,0.0,9.10999999999999e-31
0.34,0.0,2832327884700914.5,2832327884700914.5,0.0,2.6649528724626883e-30
0.34,0.0,1.6994920204532186e+132,1.6994920204532186e+132,0.0,7.795800013663226e-30
0.34,0.0,0.0,0.0,0.0,2.2805092908404498e-29
0.34,0.0,0.0,0.0,0.0,6.671185274756434e-29
0.34,0.0,0.0,0.0,0.0,1.951525176804936e-28
0.34,0.0,0.0,0.0,0.0,5.708806394741622e-28
0.34,0.0,0.0,0.0,0.0,1.670000000000007e-27
0.34,2.2222222222222223,55.29021976460507,55.29021976460507,0.0,9.10999999999999e-31
0.34,2.2222222222222223,2449561926788449.0,2449561926788449.0,0.0,2.6649528724626883e-30
0.34,2.2222222222222223,1.4698195680909243e+132,1.4698195680909243e+132,0.0,7.795800013663226e-30
0.34,2.2222222222222223,0.0,0.0,0.0,2.2805092908404498e-29
0.34,2.2222222222222223,0.0,0.0,0.0,6.671185274756434e-29
0.34,2.2222222222222223,0.0,0.0,0.0,1.951525176804936e-28
0.34,2.2222222222222223,0.0,0.0,0.0,5.708806394741622e-28
0.34,2.2222222222222223,0.0,0.0,0.0,1.670000000000007e-27
0.34,4.444444444444445,48.290589516249014,48.290589516249014,0.0,9.10999999999999e-31
0.34,4.444444444444445,2139452329992342.8,2139452329992342.8,0.0,2.6649528724626883e-30
0.34,4.444444444444445,1.2837433768181052e+132,1.2837433768181052e+132,0.0,7.795800013663226e-30
0.34,4.444444444444445,0.0,0.0,0.0,2.2805092908404498e-29
0.34,4.444444444444445,0.0,0.0,0.0,6.671185274756434e-29
0.34,4.444444444444445,0.0,0.0,0.0,1.951525176804936e-28
0.34,4.444444444444445,0.0,0.0,0.0,5.708806394741622e-28
0.34,4.444444444444445,0.0,0.0,0.0,1.670000000000007e-27
0.34,6.666666666666667,42.54067221655886,42.54067221655886,0.0,9.10999999999999e-31
0.34,6.666666666666667,1884709654715080.5,1884709654715080.5,0.0,2.6649528724626883e-30
0.34,6.666666666666667,1.130889201197711e+132,1.130889201197711e+132,0.0,7.795800013663226e-30
0.34,6.666666666666667,0.0,0.0,0.0,2.2805092908404498e-29
0.34,6.666666666666667,0.0,0.0,0.0,6.671185274756434e-29
0.34,6.666666666666667,0.0,0.0,0.0,1.951525176804936e-28
0.34,6.666666666666667,0.0,0.0,0.0,5.708806394741622e-28
0.34,6.666666666666667,0.0,0.0,0.0,1.670000000000007e-27
0.34,8.88888888888889,37.75975358325099,37.75975358325099,0.0,9.10999999999999e-31
0.34,8.88888888888889,1672897216474032.0,1672897216474032.0,0.0,2.6649528724626883e-30
0.34,8.88888888888889,1.0037946121256501e+132,1.0037946121256501e+132,0.0,7.795800013663226e-30
0.34,8.88888888888889,0.0,0.0,0.0,2.2805092908404498e-29
0.34,8.88888888888889,0.0,0.0,0.0,6.671185274756434e-29
0.34,8.88888888888889,0.0,0.0,0.0,1.951525176804936e-28
0.34,8.88888888888889,0.0,0.0,0.0,5.708806394741622e-28
0.34,8.88888888888889,0.0,0.0,0.0,1.670000000000007e-27
0.34,11.11111111111111,33.74172976110925,33.74172976110925,0.0,9.10999999999999e-31
0.34,11.11111111111111,1494883849597378.8,1494883849597378.8,0.0,2.6649528724626883e-30
0.34,11.11111111111111,8.969806029937839e+131,8.969806029937839e+131,0.0,7.795800013663226e-30
0.34,11.11111111111111,0.0,0.0,0.0,2.2805092908404498e-29
0.34,11.11111111111111,0.0,0.0,0.0,6.671185274756434e-29
0.34,11.11111111111111,0.0,0.0,0.0,1.951525176804936e-28
0.34,11.11111111111111,0.0,0.0,0.0,5.708806394741622e-28
0.34,11.11111111111111,0.0,0.0,0.0,1.670000000000007e-27
0.34,13.333333333333334,30.332516533636408,30.332516533636408,0.0,9.10999999999999e-31
0.34,13.333333333333334,1343843051462098.0,1343843051462098.0,0.0,2.6649528724626883e-30
0.34,13.333333333333334,8.063510425603522e+131,8.063510425603522e+131,0.0,7.795800013663226e-30
0.34,13.333333333333334,0.0,0.0,0.0,2.2805092908404498e-29
0.34,13.333333333333334,0.0,0.0,0.0,6.671185274756434e-29
0.34,13.333333333333334,0.0,0.0,0.0,1.951525176804936e-28
0.34,13.333333333333334,0.0,0.0,0.0,5.708806394741622e-28
0.34,13.333333333333334,0.0,0.0,0.0,1.670000000000007e-27
0.34,15.555555555555557,27.415053864389744,27.415053864389744,0.0,9.10999999999999e-31
0.34,15.555555555555557,1214588628024480.0,1214588628024480.0,0.0,2.6649528724626883e-30
0.34,15.555555555555557,7.287940399170266e+131,7.287940399170266e+131,0.0,7.795800013663226e-30
0.34,15.555555555555557,0.0,0.0,0.0,2.2805092908404498e-29
0.34,15.555555555555557,0.0,0.0,0.0,6.671185274756434e-29
0.34,15.555555555555557,0.0,0.0,0.0,1.951525176804936e-28
0.34,15.555555555555557,0.0,0.0,0.0,5.708806394741622e-28
0.34,15.555555555555557,0.0,0.0,0.0,1.670000000000007e-27
0.34,17.77777777777778,24.899121537478514,24.899121537478514,0.0,9.10999999999999e-31
0.34,17.77777777777778,1103123488898313.5,1103123488898313.5,0.0,2.6649528724626883e-30
0.34,17.77777777777778,6.619112063556746e+131,6.619112063556746e+131,0.0,7.795800013663226e-30
0.34,17.77777777777778,0.0,0.0,0.0,2.2805092908404498e-29
0.34,17.77777777777778,0.0,0.0,0.0,6.671185274756434e-29
0.34,17.77777777777778,0.0,0.0,0.0,1.951525176804936e-28
0.34,17.77777777777778,0.0,0.0,0.0,5.708806394741622e-28
0.34,17.77777777777778,0.0,0.0,0.0,1.670000000000007e-27
0.34,20.0,22.714279384319394,22.714279384319394,0.0,9.10999999999999e-31
0.34,20.0,1006326873200157.2,1006326873200157.2,0.0,2.6649528724626883e-30
0.34,20.0,6.038299803526815e+131,6.038299803526815e+131,0.0,7.795800013663226e-30
0.34,20.0,0.0,0.0,0.0,2.2805092908404498e-29
0.34,20.0,0.0,0.0,0.0,6.671185274756434e-29
0.34,20.0,0.0,0.0,0.0,1.951525176804936e-28
0.34,20.0,0.0,0.0,0.0,5.708806394741622e-28
0.34,20.0,0.0,0.0,0.0,1.670000000000007e-27
0.45,0.0,63.92981006404588,63.92981006404588,0.0,9.10999999999999e-31
0.45,0.0,2832327502284413.5,2832327502284413.5,0.0,2.6649528724626883e-30
0.45,0.0,1.699490056847375e+132,1.699490056847375e+132,0.0,7.795800013663226e-30
0.45,0.0,0.0,0.0,0.0,2.2805092908404498e-29
0.45,0.0,0.0,0.0,0.0,6.671185274756434e-29
0.45,0.0,0.0,0.0,0.0,1.951525176804936e-28
0.45,0.0,0.0,0.0,0.0,5.708806394741622e-28
0.45,0.0,0.0,0.0,0.0,1.670000000000007e-27
0.45,2.2222222222222223,55.290218892238286,55.290218892238286,0.0,9.10999999999999e-31
0.45,2.2222222222222223,2449561596052411.5,2449561596052411.5,0.0,2.6649528724626883e-30
0.45,2.2222222222222223,1.469817869850357e+132,1.469817869850357e+132,0.0,7.795800013663226e-30
0.45,2.2222222222222223,0.0,0.0,0.0,2.2805092908404498e-29
0.45,2.2222222222222223,0.0,0.0,0.0,6.671185274756434e-29
0.45,2.2222222222222223,0.0,0.0,0.0,1.951525176804936e-28
0.45,2.2222222222222223,0.0,0.0,0.0,5.708806394741622e-28
0.45,2.2222222222222223,0.0,0.0,0.0,1.670000000000007e-27
0.45,4.444444444444445,48.29058875432211,48.29058875432211,0.0,9.10999999999999e-31
0.45,4.444444444444445,2139452041126820.5,2139452041126820.5,0.0,2.6649528724626883e-30
0.45,4.444444444444445,1.2837418935713665e+132,1.2837418935713665e+132,0.0,7.795800013663226e-30
0.45,4.444444444444445,0.0,0.0,0.0,2.2805092908404498e-29
0.45,4.444444444444445,0.0,0.0,0.0,6.671185274756434e-29
0.45,4.444444444444445,0.0,0.0,0.0,1.951525176804936e-28
0.45,4.444444444444445,0.0,0.0,0.0,5.708806394741622e-28
0.45,4.444444444444445,0.0,0.0,0.0,1.670000000000007e-27
0.45,6.666666666666667,42.5406715453539,42.5406715453539,0.0,9.10999999999999e-31
0.45,6.666666666666667,1884709400244517.8,1884709400244517.8,0.0,2.6649528724626883e-30
0.45,6.666666666666667,1.1308878945598349e+132,1.1308878945598349e+132,0.0,7.795800013663226e-30
0.45,6.666666666666667,0.0,0.0,0.0,2.2805092908404498e-29
0.45,6.666666666666667,0.0,0.0,0.0,6.671185274756434e-29
0.45,6.666666666666667,0.0,0.0,0.0,1.951525176804936e-28
0.45,6.666666666666667,0.0,0.0,0.0,5.708806394741622e-28
0.45,6.666666666666667,0.0,0.0,0.0,1.670000000000007e-27
0.45,8.88888888888889,37.75975298747917,37.75975298747917,0.0,9.10999999999999e-31
0.45,8.88888888888889,1672896990602054.5,1672896990602054.5,0.0,2.6649528724626883e-30
0.45,8.88888888888889,1.0037934523338167e+132,1.0037934523338167e+132,0.0,7.795800013663226e-30
0.45,8.88888888888889,0.0,0.0,0.0,2.2805092908404498e-29
0.45,8.88888888888889,0.0,0.0,0.0,6.671185274756434e-29
0.45,8.88888888888889,0.0,0.0,0.0,1.951525176804936e-28
0.45,8.88888888888889,0.0,0.0,0.0,5.708806394741622e-28
