mu_g,b,Γ_sch/Γ0,Γ_total/Γ0,Γ_inst,m
0.45,8.88888888888889,0.0,0.0,0.0,1.670000000000007e-27
0.45,11.11111111111111,33.74172922873364,33.74172922873364,0.0,9.10999999999999e-31
0.45,11.11111111111111,1494883647760489.0,1494883647760489.0,0.0,2.6649528724626883e-30
0.45,11.11111111111111,8.969795666156587e+131,8.969795666156587e+131,0.0,7.795800013663226e-30
0.45,11.11111111111111,0.0,0.0,0.0,2.2805092908404498e-29
0.45,11.11111111111111,0.0,0.0,0.0,6.671185274756434e-29
0.45,11.11111111111111,0.0,0.0,0.0,1.951525176804936e-28
0.45,11.11111111111111,0.0,0.0,0.0,5.708806394741622e-28
0.45,11.11111111111111,0.0,0.0,0.0,1.670000000000007e-27
0.45,13.333333333333334,30.332516055051222,30.332516055051222,0.0,9.10999999999999e-31
0.45,13.333333333333334,1343842870018501.5,1343842870018501.5,0.0,2.6649528724626883e-30
0.45,13.333333333333334,8.063501108963018e+131,8.063501108963018e+131,0.0,7.795800013663226e-30
0.45,13.333333333333334,0.0,0.0,0.0,2.2805092908404498e-29
0.45,13.333333333333334,0.0,0.0,0.0,6.671185274756434e-29
0.45,13.333333333333334,0.0,0.0,0.0,1.951525176804936e-28
0.45,13.333333333333334,0.0,0.0,0.0,5.708806394741622e-28
0.45,13.333333333333334,0.0,0.0,0.0,1.670000000000007e-27
0.45,15.555555555555557,27.415053431836167,27.415053431836167,0.0,9.10999999999999e-31
0.45,15.555555555555557,1214588464032614.5,1214588464032614.5,0.0,2.6649528724626883e-30
0.45,15.555555555555557,7.287931978629196e+131,7.287931978629196e+131,0.0,7.795800013663226e-30
0.45,15.555555555555557,0.0,0.0,0.0,2.2805092908404498e-29
0.45,15.555555555555557,0.0,0.0,0.0,6.671185274756434e-29
0.45,15.555555555555557,0.0,0.0,0.0,1.951525176804936e-28
0.45,15.555555555555557,0.0,0.0,0.0,5.708806394741622e-28
0.45,15.555555555555557,0.0,0.0,0.0,1.670000000000007e-27
0.45,17.77777777777778,24.899121144621212,24.899121144621212,0.0,9.10999999999999e-31
0.45,17.77777777777778,1103123339956297.6,1103123339956297.6,0.0,2.6649528724626883e-30
0.45,17.77777777777778,6.6191044157849575e+131,6.6191044157849575e+131,0.0,7.795800013663226e-30
0.45,17.77777777777778,0.0,0.0,0.0,2.2805092908404498e-29
0.45,17.77777777777778,0.0,0.0,0.0,6.671185274756434e-29
0.45,17.77777777777778,0.0,0.0,0.0,1.951525176804936e-28
0.45,17.77777777777778,0.0,0.0,0.0,5.708806394741622e-28
0.45,17.77777777777778,0.0,0.0,0.0,1.670000000000007e-27
0.45,20.0,22.71427902593444,22.71427902593444,0.0,9.10999999999999e-31
0.45,20.0,1006326737327469.8,1006326737327469.8,0.0,2.6649528724626883e-30
0.45,20.0,6.038292826829874e+131,6.038292826829874e+131,0.0,7.795800013663226e-30
0.45,20.0,0.0,0.0,0.0,2.2805092908404498e-29
0.45,20.0,0.0,0.0,0.0,6.671185274756434e-29
0.45,20.0,0.0,0.0,0.0,1.951525176804936e-28
0.45,20.0,0.0,0.0,0.0,5.708806394741622e-28
0.45,20.0,0.0,0.0,0.0,1.670000000000007e-27
0.56,0.0,63.92981008770072,63.92981008770072,0.0,9.10999999999999e-31
0.56,0.0,2832327511252554.5,2832327511252554.5,0.0,2.6649528724626883e-30
0.56,0.0,1.6994901028963414e+132,1.6994901028963414e+132,0.0,7.795800013663226e-30
0.56,0.0,0.0,0.0,0.0,2.2805092908404498e-29
0.56,0.0,0.0,0.0,0.0,6.671185274756434e-29
0.56,0.0,0.0,0.0,0.0,1.951525176804936e-28
0.56,0.0,0.0,0.0,0.0,5.708806394741622e-28
0.56,0.0,0.0,0.0,0.0,1.670000000000007e-27
0.56,2.2222222222222223,55.29021891269637,55.29021891269637,0.0,9.10999999999999e-31
0.56,2.2222222222222223,2449561603808581.5,2449561603808581.5,0.0,2.6649528724626883e-30
0.56,2.2222222222222223,1.469817909676182e+132,1.469817909676182e+132,0.0,7.795800013663226e-30
0.56,2.2222222222222223,0.0,0.0,0.0,2.2805092908404498e-29
0.56,2.2222222222222223,0.0,0.0,0.0,6.671185274756434e-29
0.56,2.2222222222222223,0.0,0.0,0.0,1.951525176804936e-28
0.56,2.2222222222222223,0.0,0.0,0.0,5.708806394741622e-28
0.56,2.2222222222222223,0.0,0.0,0.0,1.670000000000007e-27
0.56,4.444444444444445,48.29058877219024,48.29058877219024,0.0,9.10999999999999e-31
0.56,4.444444444444445,2139452047901074.8,2139452047901074.8,0.0,2.6649528724626883e-30
0.56,4.444444444444445,1.2837419283553226e+132,1.2837419283553226e+132,0.0,7.795800013663226e-30
0.56,4.444444444444445,0.0,0.0,0.0,2.2805092908404498e-29
0.56,4.444444444444445,0.0,0.0,0.0,6.671185274756434e-29
0.56,4.444444444444445,0.0,0.0,0.0,1.951525176804936e-28
0.56,4.444444444444445,0.0,0.0,0.0,5.708806394741622e-28
0.56,4.444444444444445,0.0,0.0,0.0,1.670000000000007e-27
0.56,6.666666666666667,42.54067156109449,42.54067156109449,0.0,9.10999999999999e-31
0.56,6.666666666666667,1884709406212167.8,1884709406212167.8,0.0,2.6649528724626883e-30
0.56,6.666666666666667,1.1308879252020965e+132,1.1308879252020965e+132,0.0,7.795800013663226e-30
0.56,6.666666666666667,0.0,0.0,0.0,2.2805092908404498e-29
0.56,6.666666666666667,0.0,0.0,0.0,6.671185274756434e-29
0.56,6.666666666666667,0.0,0.0,0.0,1.951525176804936e-28
0.56,6.666666666666667,0.0,0.0,0.0,5.708806394741622e-28
0.56,6.666666666666667,0.0,0.0,0.0,1.670000000000007e-27
0.56,8.88888888888889,37.75975300145076,37.75975300145076,0.0,9.10999999999999e-31
0.56,8.88888888888889,1672896995899032.2,1672896995899032.2,0.0,2.6649528724626883e-30
0.56,8.88888888888889,1.0037934795323585e+132,1.0037934795323585e+132,0.0,7.795800013663226e-30
0.56,8.88888888888889,0.0,0.0,0.0,2.2805092908404498e-29
0.56,8.88888888888889,0.0,0.0,0.0,6.671185274756434e-29
0.56,8.88888888888889,0.0,0.0,0.0,1.951525176804936e-28
0.56,8.88888888888889,0.0,0.0,0.0,5.708806394741622e-28
0.56,8.88888888888889,0.0,0.0,0.0,1.670000000000007e-27
0.56,11.11111111111111,33.7417292412185,33.7417292412185,0.0,9.10999999999999e-31
0.56,11.11111111111111,1494883652493814.2,1494883652493814.2,0.0,2.6649528724626883e-30
0.56,11.11111111111111,8.969795909199975e+131,8.969795909199975e+131,0.0,7.795800013663226e-30
0.56,11.11111111111111,0.0,0.0,0.0,2.2805092908404498e-29
0.56,11.11111111111111,0.0,0.0,0.0,6.671185274756434e-29
0.56,11.11111111111111,0.0,0.0,0.0,1.951525176804936e-28
0.56,11.11111111111111,0.0,0.0,0.0,5.708806394741622e-28
0.56,11.11111111111111,0.0,0.0,0.0,1.670000000000007e-27
0.56,13.333333333333334,30.33251606627464,30.33251606627464,0.0,9.10999999999999e-31
0.56,13.333333333333334,1343842874273578.5,1343842874273578.5,0.0,2.6649528724626883e-30
0.56,13.333333333333334,8.06350132744967e+131,8.06350132744967e+131,0.0,7.795800013663226e-30
0.56,13.333333333333334,0.0,0.0,0.0,2.2805092908404498e-29
0.56,13.333333333333334,0.0,0.0,0.0,6.671185274756434e-29
0.56,13.333333333333334,0.0,0.0,0.0,1.951525176804936e-28
0.56,13.333333333333334,0.0,0.0,0.0,5.708806394741622e-28
0.56,13.333333333333334,0.0,0.0,0.0,1.670000000000007e-27
0.56,15.555555555555557,27.415053441980085,27.415053441980085,0.0,9.10999999999999e-31
0.56,15.555555555555557,1214588467878427.0,1214588467878427.0,0.0,2.6649528724626883e-30
0.56,15.555555555555557,7.287932176101217e+131,7.287932176101217e+131,0.0,7.795800013663226e-30
0.56,15.555555555555557,0.0,0.0,0.0,2.2805092908404498e-29
0.56,15.555555555555557,0.0,0.0,0.0,6.671185274756434e-29
0.56,15.555555555555557,0.0,0.0,0.0,1.951525176804936e-28
0.56,15.555555555555557,0.0,0.0,0.0,5.708806394741622e-28
0.56,15.555555555555557,0.0,0.0,0.0,1.670000000000007e-27
0.56,17.77777777777778,24.899121153834205,24.899121153834205,0.0,9.10999999999999e-31
0.56,17.77777777777778,1103123343449172.5,1103123343449172.5,0.0,2.6649528724626883e-30
0.56,17.77777777777778,6.61910459513459e+131,6.61910459513459e+131,0.0,7.795800013663226e-30
0.56,17.77777777777778,0.0,0.0,0.0,2.2805092908404498e-29
0.56,17.77777777777778,0.0,0.0,0.0,6.671185274756434e-29
0.56,17.77777777777778,0.0,0.0,0.0,1.951525176804936e-28
0.56,17.77777777777778,0.0,0.0,0.0,5.708806394741622e-28
0.56,17.77777777777778,0.0,0.0,0.0,1.670000000000007e-27
0.56,20.0,22.71427903433901,22.71427903433901,0.0,9.10999999999999e-31
0.56,20.0,1006326740513852.6,1006326740513852.6,0.0,2.6649528724626883e-30
0.56,20.0,6.038292990441978e+131,6.038292990441978e+131,0.0,7.795800013663226e-30
0.56,20.0,0.0,0.0,0.0,2.2805092908404498e-29
0.56,20.0,0.0,0.0,0.0,6.671185274756434e-29
0.56,20.0,0.0,0.0,0.0,1.951525176804936e-28
0.56,20.0,0.0,0.0,0.0,5.708806394741622e-28
0.56,20.0,0.0,0.0,0.0,1.670000000000007e-27
0.67,0.0,63.929810723185895,63.929810723185895,0.0,9.10999999999999e-31
0.67,0.0,2832327752180846.5,2832327752180846.5,0.0,2.6649528724626883e-30
0.67,0.0,1.6994913399980963e+132,1.6994913399980963e+132,0.0,7.795800013663226e-30
0.67,0.0,0.0,0.0,0.0,2.2805092908404498e-29
0.67,0.0,0.0,0.0,0.0,6.671185274756434e-29
0.67,0.0,0.0,0.0,0.0,1.951525176804936e-28
0.67,0.0,0.0,0.0,0.0,5.708806394741622e-28
0.67,0.0,0.0,0.0,0.0,1.670000000000007e-27
0.67,2.2222222222222223,55.290219462300904,55.290219462300904,0.0,9.10999999999999e-31
0.67,2.2222222222222223,2449561812177384.0,2449561812177384.0,0.0,2.6649528724626883e-30
0.67,2.2222222222222223,1.469818979593749e+132,1.469818979593749e+132,0.0,7.795800013663226e-30
0.67,2.2222222222222223,0.0,0.0,0.0,2.2805092908404498e-29
0.67,2.2222222222222223,0.0,0.0,0.0,6.671185274756434e-29
0.67,2.2222222222222223,0.0,0.0,0.0,1.951525176804936e-28
0.67,2.2222222222222223,0.0,0.0,0.0,5.708806394741622e-28
0.67,2.2222222222222223,0.0,0.0,0.0,1.670000000000007e-27
0.67,4.444444444444445,48.290589252215945,48.290589252215945,0.0,9.10999999999999e-31
0.67,4.444444444444445,2139452229890808.0,2139452229890808.0,0.0,2.6649528724626883e-30
0.67,4.444444444444445,1.2837428628234843e+132,1.2837428628234843e+132,0.0,7.795800013663226e-30
0.67,4.444444444444445,0.0,0.0,0.0,2.2805092908404498e-29
0.67,4.444444444444445,0.0,0.0,0.0,6.671185274756434e-29
0.67,4.444444444444445,0.0,0.0,0.0,1.951525176804936e-28
0.67,4.444444444444445,0.0,0.0,0.0,5.708806394741622e-28
0.67,4.444444444444445,0.0,0.0,0.0,1.670000000000007e-27
0.67,6.666666666666667,42.540671983963975,42.540671983963975,0.0,9.10999999999999e-31
0.67,6.666666666666667,1884709566532546.0,1884709566532546.0,0.0,2.6649528724626883e-30
0.67,6.666666666666667,1.1308887484039702e+132,1.1308887484039702e+132,0.0,7.795800013663226e-30
0.67,6.666666666666667,0.0,0.0,0.0,2.2805092908404498e-29
0.67,6.666666666666667,0.0,0.0,0.0,6.671185274756434e-29
0.67,6.666666666666667,0.0,0.0,0.0,1.951525176804936e-28
0.67,6.666666666666667,0.0,0.0,0.0,5.708806394741622e-28
0.67,6.666666666666667,0.0,0.0,0.0,1.670000000000007e-27
0.67,8.88888888888889,37.7597533767962,37.7597533767962,0.0,9.10999999999999e-31
0.67,8.88888888888889,1672897138201860.8,1672897138201860.8,0.0,2.6649528724626883e-30
0.67,8.88888888888889,1.0037942102189761e+132,1.0037942102189761e+132,0.0,7.795800013663226e-30
0.67,8.88888888888889,0.0,0.0,0.0,2.2805092908404498e-29
0.67,8.88888888888889,0.0,0.0,0.0,6.671185274756434e-29
0.67,8.88888888888889,0.0,0.0,0.0,1.951525176804936e-28
0.67,8.88888888888889,0.0,0.0,0.0,5.708806394741622e-28
0.67,8.88888888888889,0.0,0.0,0.0,1.670000000000007e-27
0.67,11.11111111111111,33.74172957662336,33.74172957662336,0.0,9.10999999999999e-31
0.67,11.11111111111111,1494883779654166.8,1494883779654166.8,0.0,2.6649528724626883e-30
0.67,11.11111111111111,8.969802438540888e+131,8.969802438540888e+131,0.0,7.795800013663226e-30
0.67,11.11111111111111,0.0,0.0,0.0,2.2805092908404498e-29
0.67,11.11111111111111,0.0,0.0,0.0,6.671185274756434e-29
0.67,11.11111111111111,0.0,0.0,0.0,1.951525176804936e-28
0.67,11.11111111111111,0.0,0.0,0.0,5.708806394741622e-28
0.67,11.11111111111111,0.0,0.0,0.0,1.670000000000007e-27
0.67,13.333333333333334,30.332516367790692,30.332516367790692,0.0,9.10999999999999e-31
0.67,13.333333333333334,1343842988585842.0,1343842988585842.0,0.0,2.6649528724626883e-30
0.67,13.333333333333334,8.063507197075874e+131,8.063507197075874e+131,0.0,7.795800013663226e-30
0.67,13.333333333333334,0.0,0.0,0.0,2.2805092908404498e-29
0.67,13.333333333333334,0.0,0.0,0.0,6.671185274756434e-29
0.67,13.333333333333334,0.0,0.0,0.0,1.951525176804936e-28
0.67,13.333333333333334,0.0,0.0,0.0,5.708806394741622e-28
0.67,13.333333333333334,0.0,0.0,0.0,1.670000000000007e-27
0.67,15.555555555555557,27.415053714495517,27.415053714495517,0.0,9.10999999999999e-31
0.67,15.555555555555557,1214588571195830.8,1214588571195830.8,0.0,2.6649528724626883e-30
0.67,15.555555555555557,7.287937481171055e+131,7.287937481171055e+131,0.0,7.795800013663226e-30
0.67,15.555555555555557,0.0,0.0,0.0,2.2805092908404498e-29
0.67,15.555555555555557,0.0,0.0,0.0,6.671185274756434e-29
0.67,15.555555555555557,0.0,0.0,0.0,1.951525176804936e-28
0.67,15.555555555555557,0.0,0.0,0.0,5.708806394741622e-28
0.67,15.555555555555557,0.0,0.0,0.0,1.670000000000007e-27
0.67,17.77777777777778,24.89912140134037,24.89912140134037,0.0,9.10999999999999e-31
0.67,17.77777777777778,1103123437284939.0,1103123437284939.0,0.0,2.6649528724626883e-30
0.67,17.77777777777778,6.6191094133479456e+131,6.6191094133479456e+131,0.0,7.795800013663226e-30
0.67,17.77777777777778,0.0,0.0,0.0,2.2805092908404498e-29
0.67,17.77777777777778,0.0,0.0,0.0,6.671185274756434e-29
0.67,17.77777777777778,0.0,0.0,0.0,1.951525176804936e-28
0.67,17.77777777777778,0.0,0.0,0.0,5.708806394741622e-28
0.67,17.77777777777778,0.0,0.0,0.0,1.670000000000007e-27
0.67,20.0,22.714279260127064,22.714279260127064,0.0,9.10999999999999e-31
0.67,20.0,1006326826115740.8,1006326826115740.8,0.0,2.6649528724626883e-30
0.67,20.0,6.038297385867902e+131,6.038297385867902e+131,0.0,7.795800013663226e-30
0.67,20.0,0.0,0.0,0.0,2.2805092908404498e-29
0.67,20.0,0.0,0.0,0.0,6.671185274756434e-29
0.67,20.0,0.0,0.0,0.0,1.951525176804936e-28
0.67,20.0,0.0,0.0,0.0,5.708806394741622e-28
0.67,20.0,0.0,0.0,0.0,1.670000000000007e-27
0.78,0.0,63.929810656654446,63.929810656654446,0.0,9.10999999999999e-31
0.78,0.0,2832327726957111.0,2832327726957111.0,0.0,2.6649528724626883e-30
0.78,0.0,1.699491210480984e+132,1.699491210480984e+132,0.0,7.795800013663226e-30
0.78,0.0,0.0,0.0,0.0,2.2805092908404498e-29
0.78,0.0,0.0,0.0,0.0,6.671185274756434e-29
0.78,0.0,0.0,0.0,0.0,1.951525176804936e-28
0.78,0.0,0.0,0.0,0.0,5.708806394741622e-28
0.78,0.0,0.0,0.0,0.0,1.670000000000007e-27
0.78,2.2222222222222223,55.290219404760634,55.290219404760634,0.0,9.10999999999999e-31
0.78,2.2222222222222223,2449561790362430.5,2449561790362430.5,0.0,2.6649528724626883e-30
0.78,2.2222222222222223,1.4698188675798155e+132,1.4698188675798155e+132,0.0,7.795800013663226e-30
0.78,2.2222222222222223,0.0,0.0,0.0,2.2805092908404498e-29
0.78,2.2222222222222223,0.0,0.0,0.0,6.671185274756434e-29
0.78,2.2222222222222223,0.0,0.0,0.0,1.951525176804936e-28
0.78,2.2222222222222223,0.0,0.0,0.0,5.708806394741622e-28
0.78,2.2222222222222223,0.0,0.0,0.0,1.670000000000007e-27
0.78,4.444444444444445,48.29058920196016,48.29058920196016,0.0,9.10999999999999e-31
0.78,4.444444444444445,2139452210837583.0,2139452210837583.0,0.0,2.6649528724626883e-30
0.78,4.444444444444445,1.283742764990289e+132,1.283742764990289e+132,0.0,7.795800013663226e-30
0.78,4.444444444444445,0.0,0.0,0.0,2.2805092908404498e-29
0.78,4.444444444444445,0.0,0.0,0.0,6.671185274756434e-29
0.78,4.444444444444445,0.0,0.0,0.0,1.951525176804936e-28
0.78,4.444444444444445,0.0,0.0,0.0,5.708806394741622e-28
0.78,4.444444444444445,0.0,0.0,0.0,1.670000000000007e-27
0.78,6.666666666666667,42.540671939692096,42.540671939692096,0.0,9.10999999999999e-31
0.78,6.666666666666667,1884709549747971.5,1884709549747971.5,0.0,2.6649528724626883e-30
0.78,6.666666666666667,1.1308886622196858e+132,1.1308886622196858e+132,0.0,7.795800013663226e-30
0.78,6.666666666666667,0.0,0.0,0.0,2.2805092908404498e-29
0.78,6.666666666666667,0.0,0.0,0.0,6.671185274756434e-29
0.78,6.666666666666667,0.0,0.0,0.0,1.951525176804936e-28
0.78,6.666666666666667,0.0,0.0,0.0,5.708806394741622e-28
0.78,6.666666666666667,0.0,0.0,0.0,1.670000000000007e-27
0.78,8.88888888888889,37.7597533374998,37.7597533374998,0.0,9.10999999999999e-31
0.78,8.88888888888889,1672897123303614.8,1672897123303614.8,0.0,2.6649528724626883e-30
0.78,8.88888888888889,1.0037941337204826e+132,1.0037941337204826e+132,0.0,7.795800013663226e-30
0.78,8.88888888888889,0.0,0.0,0.0,2.2805092908404498e-29
0.78,8.88888888888889,0.0,0.0,0.0,6.671185274756434e-29
0.78,8.88888888888889,0.0,0.0,0.0,1.951525176804936e-28
0.78,8.88888888888889,0.0,0.0,0.0,5.708806394741622e-28
0.78,8.88888888888889,0.0,0.0,0.0,1.670000000000007e-27
0.78,11.11111111111111,33.7417295415085,33.7417295415085,0.0,9.10999999999999e-31
0.78,11.11111111111111,1494883766341246.5,1494883766341246.5,0.0,2.6649528724626883e-30
0.78,11.11111111111111,8.96980175495817e+131,8.96980175495817e+131,0.0,7.795800013663226e-30
0.78,11.11111111111111,0.0,0.0,0.0,2.2805092908404498e-29
0.78,11.11111111111111,0.0,0.0,0.0,6.671185274756434e-29
0.78,11.11111111111111,0.0,0.0,0.0,1.951525176804936e-28
0.78,11.11111111111111,0.0,0.0,0.0,5.708806394741622e-28
0.78,11.11111111111111,0.0,0.0,0.0,1.670000000000007e-27
0.78,13.333333333333334,30.332516336223783,30.332516336223783,0.0,9.10999999999999e-31
0.78,13.333333333333334,1343842976618039.2,1343842976618039.2,0.0,2.6649528724626883e-30
0.78,13.333333333333334,8.06350658256132e+131,8.06350658256132e+131,0.0,7.795800013663226e-30
0.78,13.333333333333334,0.0,0.0,0.0,2.2805092908404498e-29
0.78,13.333333333333334,0.0,0.0,0.0,6.671185274756434e-29
0.78,13.333333333333334,0.0,0.0,0.0,1.951525176804936e-28
0.78,13.333333333333334,0.0,0.0,0.0,5.708806394741622e-28
0.78,13.333333333333334,0.0,0.0,0.0,1.670000000000007e-27
0.78,15.555555555555557,27.415053685964796,27.415053685964796,0.0,9.10999999999999e-31
0.78,15.555555555555557,1214588560379123.2,1214588560379123.2,0.0,2.6649528724626883e-30
0.78,15.555555555555557,7.287936925762153e+131,7.287936925762153e+131,0.0,7.795800013663226e-30
0.78,15.555555555555557,0.0,0.0,0.0,2.2805092908404498e-29
0.78,15.555555555555557,0.0,0.0,0.0,6.671185274756434e-29
0.78,15.555555555555557,0.0,0.0,0.0,1.951525176804936e-28
0.78,15.555555555555557,0.0,0.0,0.0,5.708806394741622e-28
0.78,15.555555555555557,0.0,0.0,0.0,1.670000000000007e-27
0.78,17.77777777777778,24.89912137542797,24.89912137542797,0.0,9.10999999999999e-31
0.78,17.77777777777778,1103123427460901.5,1103123427460901.5,0.0,2.6649528724626883e-30
0.78,17.77777777777778,6.61910890890999e+131,6.61910890890999e+131,0.0,7.795800013663226e-30
0.78,17.77777777777778,0.0,0.0,0.0,2.2805092908404498e-29
0.78,17.77777777777778,0.0,0.0,0.0,6.671185274756434e-29
0.78,17.77777777777778,0.0,0.0,0.0,1.951525176804936e-28
0.78,17.77777777777778,0.0,0.0,0.0,5.708806394741622e-28
0.78,17.77777777777778,0.0,0.0,0.0,1.670000000000007e-27
0.78,20.0,22.71427923648842,22.71427923648842,0.0,9.10999999999999e-31
0.78,20.0,1006326817153740.5,1006326817153740.5,0.0,2.6649528724626883e-30
0.78,20.0,6.038296925693247e+131,6.038296925693247e+131,0.0,7.795800013663226e-30
0.78,20.0,0.0,0.0,0.0,2.2805092908404498e-29
0.78,20.0,0.0,0.0,0.0,6.671185274756434e-29
0.78,20.0,0.0,0.0,0.0,1.951525176804936e-28
0.78,20.0,0.0,0.0,0.0,5.708806394741622e-28
0.78,20.0,0.0,0.0,0.0,1.670000000000007e-27
0.89,0.0,63.9298101970437,63.9298101970437,0.0,9.10999999999999e-31
0.89,0.0,2832327552707200.5,2832327552707200.5,0.0,2.6649528724626883e-30
0.89,0.0,1.6994903157547047e+132,1.6994903157547047e+132,0.0,7.795800013663226e-30
0.89,0.0,0.0,0.0,0.0,2.2805092908404498e-29
0.89,0.0,0.0,0.0,0.0,6.671185274756434e-29
0.89,0.0,0.0,0.0,0.0,1.951525176804936e-28
0.89,0.0,0.0,0.0,0.0,5.708806394741622e-28
0.89,0.0,0.0,0.0,0.0,1.670000000000007e-27
0.89,2.2222222222222223,55.29021900726253,55.29021900726253,0.0,9.10999999999999e-31
0.89,2.2222222222222223,2449561639660971.0,2449561639660971.0,0.0,2.6649528724626883e-30
0.89,2.2222222222222223,1.4698180937684776e+132,1.4698180937684776e+132,0.0,7.795800013663226e-30
0.89,2.2222222222222223,0.0,0.0,0.0,2.2805092908404498e-29
0.89,2.2222222222222223,0.0,0.0,0.0,6.671185274756434e-29
0.89,2.2222222222222223,0.0,0.0,0.0,1.951525176804936e-28
0.89,2.2222222222222223,0.0,0.0,0.0,5.708806394741622e-28
0.89,2.2222222222222223,0.0,0.0,0.0,1.670000000000007e-27
0.89,4.444444444444445,48.29058885478451,48.29058885478451,0.0,9.10999999999999e-31
0.89,4.444444444444445,2139452079214624.2,2139452079214624.2,0.0,2.6649528724626883e-30
0.89,4.444444444444445,1.2837420891419052e+132,1.2837420891419052e+132,0.0,7.795800013663226e-30
0.89,4.444444444444445,0.0,0.0,0.0,2.2805092908404498e-29
0.89,4.444444444444445,0.0,0.0,0.0,6.671185274756434e-29
0.89,4.444444444444445,0.0,0.0,0.0,1.951525176804936e-28
0.89,4.444444444444445,0.0,0.0,0.0,5.708806394741622e-28
0.89,4.444444444444445,0.0,0.0,0.0,1.670000000000007e-27
0.89,6.666666666666667,42.54067163385434,42.54067163385434,0.0,9.10999999999999e-31
0.89,6.666666666666667,1884709433797240.8,1884709433797240.8,0.0,2.6649528724626883e-30
0.89,6.666666666666667,1.1308880668439645e+132,1.1308880668439645e+132,0.0,7.795800013663226e-30
0.89,6.666666666666667,0.0,0.0,0.0,2.2805092908404498e-29
0.89,6.666666666666667,0.0,0.0,0.0,6.671185274756434e-29
0.89,6.666666666666667,0.0,0.0,0.0,1.951525176804936e-28
0.89,6.666666666666667,0.0,0.0,0.0,5.708806394741622e-28
0.89,6.666666666666667,0.0,0.0,0.0,1.670000000000007e-27
0.89,8.88888888888889,37.75975306603352,37.75975306603352,0.0,9.10999999999999e-31
0.89,8.88888888888889,1672897020383966.5,1672897020383966.5,0.0,2.6649528724626883e-30
0.89,8.88888888888889,1.0037936052558545e+132,1.0037936052558545e+132,0.0,7.795800013663226e-30
0.89,8.88888888888889,0.0,0.0,0.0,2.2805092908404498e-29
0.89,8.88888888888889,0.0,0.0,0.0,6.671185274756434e-29
0.89,8.88888888888889,0.0,0.0,0.0,1.951525176804936e-28
0.89,8.88888888888889,0.0,0.0,0.0,5.708806394741622e-28
0.89,8.88888888888889,0.0,0.0,0.0,1.670000000000007e-27
0.89,11.11111111111111,33.741729298928995,33.741729298928995,0.0,9.10999999999999e-31
0.89,11.11111111111111,1494883674373301.2,1494883674373301.2,0.0,2.6649528724626883e-30
0.89,11.11111111111111,8.969797032652281e+131,8.969797032652281e+131,0.0,7.795800013663226e-30
0.89,11.11111111111111,0.0,0.0,0.0,2.2805092908404498e-29
0.89,11.11111111111111,0.0,0.0,0.0,6.671185274756434e-29
0.89,11.11111111111111,0.0,0.0,0.0,1.951525176804936e-28
0.89,11.11111111111111,0.0,0.0,0.0,5.708806394741622e-28
0.89,11.11111111111111,0.0,0.0,0.0,1.670000000000007e-27
0.89,13.333333333333334,30.33251611815415,30.33251611815415,0.0,9.10999999999999e-31
0.89,13.333333333333334,1343842893942395.2,1343842893942395.2,0.0,2.6649528724626883e-30
0.89,13.333333333333334,8.063502337390058e+131,8.063502337390058e+131,0.0,7.795800013663226e-30
0.89,13.333333333333334,0.0,0.0,0.0,2.2805092908404498e-29
0.89,13.333333333333334,0.0,0.0,0.0,6.671185274756434e-29
0.89,13.333333333333334,0.0,0.0,0.0,1.951525176804936e-28
0.89,13.333333333333334,0.0,0.0,0.0,5.708806394741622e-28
0.89,13.333333333333334,0.0,0.0,0.0,1.670000000000007e-27
0.89,15.555555555555557,27.415053488869685,27.415053488869685,0.0,9.10999999999999e-31
0.89,15.555555555555557,1214588485655444.2,1214588485655444.2,0.0,2.6649528724626883e-30
0.89,15.555555555555557,7.287933088902835e+131,7.287933088902835e+131,0.0,7.795800013663226e-30
0.89,15.555555555555557,0.0,0.0,0.0,2.2805092908404498e-29
0.89,15.555555555555557,0.0,0.0,0.0,6.671185274756434e-29
0.89,15.555555555555557,0.0,0.0,0.0,1.951525176804936e-28
0.89,15.555555555555557,0.0,0.0,0.0,5.708806394741622e-28
0.89,15.555555555555557,0.0,0.0,0.0,1.670000000000007e-27
0.89,17.77777777777778,24.899121196420655,24.899121196420655,0.0,9.10999999999999e-31
0.89,17.77777777777778,1103123359594758.6,1103123359594758.6,0.0,2.6649528724626883e-30
0.89,17.77777777777778,6.619105424166644e+131,6.619105424166644e+131,0.0,7.795800013663226e-30
0.89,17.77777777777778,0.0,0.0,0.0,2.2805092908404498e-29
0.89,17.77777777777778,0.0,0.0,0.0,6.671185274756434e-29
0.89,17.77777777777778,0.0,0.0,0.0,1.951525176804936e-28
0.89,17.77777777777778,0.0,0.0,0.0,5.708806394741622e-28
0.89,17.77777777777778,0.0,0.0,0.0,1.670000000000007e-27
0.89,20.0,22.7142790731886,22.7142790731886,0.0,9.10999999999999e-31
0.89,20.0,1006326755242699.8,1006326755242699.8,0.0,2.6649528724626883e-30
0.89,20.0,6.038293746728325e+131,6.038293746728325e+131,0.0,7.795800013663226e-30
0.89,20.0,0.0,0.0,0.0,2.2805092908404498e-29
0.89,20.0,0.0,0.0,0.0,6.671185274756434e-29
0.89,20.0,0.0,0.0,0.0,1.951525176804936e-28
0.89,20.0,0.0,0.0,0.0,5.708806394741622e-28
0.89,20.0,0.0,0.0,0.0,1.670000000000007e-27
