mu_g,b,Γ_sch/Γ0,Γ_total/Γ0,Γ_inst,S_inst
0.23,4.444444444444445,48.290589498282685,48.290589498282685,0.0,145.71428571428572
0.23,4.444444444444445,48.290589498282685,48.290589498282685,0.0,172.85714285714286
0.23,4.444444444444445,48.290589498282685,48.290589498282685,0.0,200.0
0.23,6.666666666666667,42.54067220073176,42.54067220073176,0.0,10.0
0.23,6.666666666666667,42.54067220073176,42.54067220073176,0.0,37.14285714285714
0.23,6.666666666666667,42.54067220073176,42.54067220073176,0.0,64.28571428571428
0.23,6.666666666666667,42.54067220073176,42.54067220073176,0.0,91.42857142857143
0.23,6.666666666666667,42.54067220073176,42.54067220073176,0.0,118.57142857142857
0.23,6.666666666666667,42.54067220073176,42.54067220073176,0.0,145.71428571428572
0.23,6.666666666666667,42.54067220073176,42.54067220073176,0.0,172.85714285714286
0.23,6.666666666666667,42.54067220073176,42.54067220073176,0.0,200.0
0.23,8.88888888888889,37.759753569202616,37.759753569202616,0.0,10.0
0.23,8.88888888888889,37.759753569202616,37.759753569202616,0.0,37.14285714285714
0.23,8.88888888888889,37.759753569202616,37.759753569202616,0.0,64.28571428571428
0.23,8.88888888888889,37.759753569202616,37.759753569202616,0.0,91.42857142857143
0.23,8.88888888888889,37.759753569202616,37.759753569202616,0.0,118.57142857142857
0.23,8.88888888888889,37.759753569202616,37.759753569202616,0.0,145.71428571428572
0.23,8.88888888888889,37.759753569202616,37.759753569202616,0.0,172.85714285714286
0.23,8.88888888888889,37.759753569202616,37.759753569202616,0.0,200.0
0.23,11.11111111111111,33.74172974855576,33.74172974855576,0.0,10.0
0.23,11.11111111111111,33.74172974855576,33.74172974855576,0.0,37.14285714285714
0.23,11.11111111111111,33.74172974855576,33.74172974855576,0.0,64.28571428571428
0.23,11.11111111111111,33.74172974855576,33.74172974855576,0.0,91.42857142857143
0.23,11.11111111111111,33.74172974855576,33.74172974855576,0.0,118.57142857142857
0.23,11.11111111111111,33.74172974855576,33.74172974855576,0.0,145.71428571428572
0.23,11.11111111111111,33.74172974855576,33.74172974855576,0.0,172.85714285714286
0.23,11.11111111111111,33.74172974855576,33.74172974855576,0.0,200.0
0.23,13.333333333333334,30.33251652235131,30.33251652235131,0.0,10.0
0.23,13.333333333333334,30.33251652235131,30.33251652235131,0.0,37.14285714285714
0.23,13.333333333333334,30.33251652235131,30.33251652235131,0.0,64.28571428571428
0.23,13.333333333333334,30.33251652235131,30.33251652235131,0.0,91.42857142857143
0.23,13.333333333333334,30.33251652235131,30.33251652235131,0.0,118.57142857142857
0.23,13.333333333333334,30.33251652235131,30.33251652235131,0.0,145.71428571428572
0.23,13.333333333333334,30.33251652235131,30.33251652235131,0.0,172.85714285714286
0.23,13.333333333333334,30.33251652235131,30.33251652235131,0.0,200.0
0.23,15.555555555555557,27.415053854190077,27.415053854190077,0.0,10.0
0.23,15.555555555555557,27.415053854190077,27.415053854190077,0.0,37.14285714285714
0.23,15.555555555555557,27.415053854190077,27.415053854190077,0.0,64.28571428571428
0.23,15.555555555555557,27.415053854190077,27.415053854190077,0.0,91.42857142857143
0.23,15.555555555555557,27.415053854190077,27.415053854190077,0.0,118.57142857142857
0.23,15.555555555555557,27.415053854190077,27.415053854190077,0.0,145.71428571428572
0.23,15.555555555555557,27.415053854190077,27.415053854190077,0.0,172.85714285714286
0.23,15.555555555555557,27.415053854190077,27.415053854190077,0.0,200.0
0.23,17.77777777777778,24.89912152821489,24.89912152821489,0.0,10.0
0.23,17.77777777777778,24.89912152821489,24.89912152821489,0.0,37.14285714285714
0.23,17.77777777777778,24.89912152821489,24.89912152821489,0.0,64.28571428571428
0.23,17.77777777777778,24.89912152821489,24.89912152821489,0.0,91.42857142857143
0.23,17.77777777777778,24.89912152821489,24.89912152821489,0.0,118.57142857142857
0.23,17.77777777777778,24.89912152821489,24.89912152821489,0.0,145.71428571428572
0.23,17.77777777777778,24.89912152821489,24.89912152821489,0.0,172.85714285714286
0.23,17.77777777777778,24.89912152821489,24.89912152821489,0.0,200.0
0.23,20.0,22.714279375868635,22.714279375868635,0.0,10.0
0.23,20.0,22.714279375868635,22.714279375868635,0.0,37.14285714285714
0.23,20.0,22.714279375868635,22.714279375868635,0.0,64.28571428571428
0.23,20.0,22.714279375868635,22.714279375868635,0.0,91.42857142857143
0.23,20.0,22.714279375868635,22.714279375868635,0.0,118.57142857142857
0.23,20.0,22.714279375868635,22.714279375868635,0.0,145.71428571428572
0.23,20.0,22.714279375868635,22.714279375868635,0.0,172.85714285714286
0.23,20.0,22.714279375868635,22.714279375868635,0.0,200.0
0.34,0.0,63.92981107272841,63.92981107272841,0.0,10.0
0.34,0.0,63.92981107272841,63.92981107272841,0.0,37.14285714285714
0.34,0.0,63.92981107272841,63.92981107272841,0.0,64.28571428571428
0.34,0.0,63.92981107272841,63.92981107272841,0.0,91.42857142857143
0.34,0.0,63.92981107272841,63.92981107272841,0.0,118.57142857142857
0.34,0.0,63.92981107272841,63.92981107272841,0.0,145.71428571428572
0.34,0.0,63.92981107272841,63.92981107272841,0.0,172.85714285714286
0.34,0.0,63.92981107272841,63.92981107272841,0.0,200.0
0.34,2.2222222222222223,55.29021976460561,55.29021976460561,0.0,10.0
0.34,2.2222222222222223,55.29021976460561,55.29021976460561,0.0,37.14285714285714
0.34,2.2222222222222223,55.29021976460561,55.29021976460561,0.0,64.28571428571428
0.34,2.2222222222222223,55.29021976460561,55.29021976460561,0.0,91.42857142857143
0.34,2.2222222222222223,55.29021976460561,55.29021976460561,0.0,118.57142857142857
0.34,2.2222222222222223,55.29021976460561,55.29021976460561,0.0,145.71428571428572
0.34,2.2222222222222223,55.29021976460561,55.29021976460561,0.0,172.85714285714286
0.34,2.2222222222222223,55.29021976460561,55.29021976460561,0.0,200.0
0.34,4.444444444444445,48.29058951624948,48.29058951624948,0.0,10.0
0.34,4.444444444444445,48.29058951624948,48.29058951624948,0.0,37.14285714285714
0.34,4.444444444444445,48.29058951624948,48.29058951624948,0.0,64.28571428571428
0.34,4.444444444444445,48.29058951624948,48.29058951624948,0.0,91.42857142857143
0.34,4.444444444444445,48.29058951624948,48.29058951624948,0.0,118.57142857142857
0.34,4.444444444444445,48.29058951624948,48.29058951624948,0.0,145.71428571428572
0.34,4.444444444444445,48.29058951624948,48.29058951624948,0.0,172.85714285714286
0.34,4.444444444444445,48.29058951624948,48.29058951624948,0.0,200.0
0.34,6.666666666666667,42.54067221655927,42.54067221655927,0.0,10.0
0.34,6.666666666666667,42.54067221655927,42.54067221655927,0.0,37.14285714285714
0.34,6.666666666666667,42.54067221655927,42.54067221655927,0.0,64.28571428571428
0.34,6.666666666666667,42.54067221655927,42.54067221655927,0.0,91.42857142857143
0.34,6.666666666666667,42.54067221655927,42.54067221655927,0.0,118.57142857142857
0.34,6.666666666666667,42.54067221655927,42.54067221655927,0.0,145.71428571428572
0.34,6.666666666666667,42.54067221655927,42.54067221655927,0.0,172.85714285714286
0.34,6.666666666666667,42.54067221655927,42.54067221655927,0.0,200.0
0.34,8.88888888888889,37.75975358325135,37.75975358325135,0.0,10.0
0.34,8.88888888888889,37.75975358325135,37.75975358325135,0.0,37.14285714285714
0.34,8.88888888888889,37.75975358325135,37.75975358325135,0.0,64.28571428571428
0.34,8.88888888888889,37.75975358325135,37.75975358325135,0.0,91.42857142857143
0.34,8.88888888888889,37.75975358325135,37.75975358325135,0.0,118.57142857142857
0.34,8.88888888888889,37.75975358325135,37.75975358325135,0.0,145.71428571428572
0.34,8.88888888888889,37.75975358325135,37.75975358325135,0.0,172.85714285714286
0.34,8.88888888888889,37.75975358325135,37.75975358325135,0.0,200.0
0.34,11.11111111111111,33.741729761109575,33.741729761109575,0.0,10.0
0.34,11.11111111111111,33.741729761109575,33.741729761109575,0.0,37.14285714285714
0.34,11.11111111111111,33.741729761109575,33.741729761109575,0.0,64.28571428571428
0.34,11.11111111111111,33.741729761109575,33.741729761109575,0.0,91.42857142857143
0.34,11.11111111111111,33.741729761109575,33.741729761109575,0.0,118.57142857142857
0.34,11.11111111111111,33.741729761109575,33.741729761109575,0.0,145.71428571428572
0.34,11.11111111111111,33.741729761109575,33.741729761109575,0.0,172.85714285714286
0.34,11.11111111111111,33.741729761109575,33.741729761109575,0.0,200.0
0.34,13.333333333333334,30.332516533636703,30.332516533636703,0.0,10.0
0.34,13.333333333333334,30.332516533636703,30.332516533636703,0.0,37.14285714285714
0.34,13.333333333333334,30.332516533636703,30.332516533636703,0.0,64.28571428571428
0.34,13.333333333333334,30.332516533636703,30.332516533636703,0.0,91.42857142857143
0.34,13.333333333333334,30.332516533636703,30.332516533636703,0.0,118.57142857142857
0.34,13.333333333333334,30.332516533636703,30.332516533636703,0.0,145.71428571428572
0.34,13.333333333333334,30.332516533636703,30.332516533636703,0.0,172.85714285714286
0.34,13.333333333333334,30.332516533636703,30.332516533636703,0.0,200.0
0.34,15.555555555555557,27.41505386439001,27.41505386439001,0.0,10.0
0.34,15.555555555555557,27.41505386439001,27.41505386439001,0.0,37.14285714285714
0.34,15.555555555555557,27.41505386439001,27.41505386439001,0.0,64.28571428571428
0.34,15.555555555555557,27.41505386439001,27.41505386439001,0.0,91.42857142857143
0.34,15.555555555555557,27.41505386439001,27.41505386439001,0.0,118.57142857142857
0.34,15.555555555555557,27.41505386439001,27.41505386439001,0.0,145.71428571428572
0.34,15.555555555555557,27.41505386439001,27.41505386439001,0.0,172.85714285714286
0.34,15.555555555555557,27.41505386439001,27.41505386439001,0.0,200.0
0.34,17.77777777777778,24.899121537478756,24.899121537478756,0.0,10.0
0.34,17.77777777777778,24.899121537478756,24.899121537478756,0.0,37.14285714285714
0.34,17.77777777777778,24.899121537478756,24.899121537478756,0.0,64.28571428571428
0.34,17.77777777777778,24.899121537478756,24.899121537478756,0.0,91.42857142857143
0.34,17.77777777777778,24.899121537478756,24.899121537478756,0.0,118.57142857142857
0.34,17.77777777777778,24.899121537478756,24.899121537478756,0.0,145.71428571428572
0.34,17.77777777777778,24.899121537478756,24.899121537478756,0.0,172.85714285714286
0.34,17.77777777777778,24.899121537478756,24.899121537478756,0.0,200.0
0.34,20.0,22.714279384319614,22.714279384319614,0.0,10.0
0.34,20.0,22.714279384319614,22.714279384319614,0.0,37.14285714285714
0.34,20.0,22.714279384319614,22.714279384319614,0.0,64.28571428571428
0.34,20.0,22.714279384319614,22.714279384319614,0.0,91.42857142857143
0.34,20.0,22.714279384319614,22.714279384319614,0.0,118.57142857142857
0.34,20.0,22.714279384319614,22.714279384319614,0.0,145.71428571428572
0.34,20.0,22.714279384319614,22.714279384319614,0.0,172.85714285714286
0.34,20.0,22.714279384319614,22.714279384319614,0.0,200.0
0.45,0.0,63.92981006404651,63.92981006404651,0.0,10.0
0.45,0.0,63.92981006404651,63.92981006404651,0.0,37.14285714285714
0.45,0.0,63.92981006404651,63.92981006404651,0.0,64.28571428571428
0.45,0.0,63.92981006404651,63.92981006404651,0.0,91.42857142857143
0.45,0.0,63.92981006404651,63.92981006404651,0.0,118.57142857142857
0.45,0.0,63.92981006404651,63.92981006404651,0.0,145.71428571428572
0.45,0.0,63.92981006404651,63.92981006404651,0.0,172.85714285714286
0.45,0.0,63.92981006404651,63.92981006404651,0.0,200.0
0.45,2.2222222222222223,55.29021889223882,55.29021889223882,0.0,10.0
0.45,2.2222222222222223,55.29021889223882,55.29021889223882,0.0,37.14285714285714
0.45,2.2222222222222223,55.29021889223882,55.29021889223882,0.0,64.28571428571428
0.45,2.2222222222222223,55.29021889223882,55.29021889223882,0.0,91.42857142857143
0.45,2.2222222222222223,55.29021889223882,55.29021889223882,0.0,118.57142857142857
0.45,2.2222222222222223,55.29021889223882,55.29021889223882,0.0,145.71428571428572
0.45,2.2222222222222223,55.29021889223882,55.29021889223882,0.0,172.85714285714286
0.45,2.2222222222222223,55.29021889223882,55.29021889223882,0.0,200.0
0.45,4.444444444444445,48.29058875432258,48.29058875432258,0.0,10.0
0.45,4.444444444444445,48.29058875432258,48.29058875432258,0.0,37.14285714285714
0.45,4.444444444444445,48.29058875432258,48.29058875432258,0.0,64.28571428571428
0.45,4.444444444444445,48.29058875432258,48.29058875432258,0.0,91.42857142857143
0.45,4.444444444444445,48.29058875432258,48.29058875432258,0.0,118.57142857142857
0.45,4.444444444444445,48.29058875432258,48.29058875432258,0.0,145.71428571428572
0.45,4.444444444444445,48.29058875432258,48.29058875432258,0.0,172.85714285714286
0.45,4.444444444444445,48.29058875432258,48.29058875432258,0.0,200.0
0.45,6.666666666666667,42.54067154535432,42.54067154535432,0.0,10.0
0.45,6.666666666666667,42.54067154535432,42.54067154535432,0.0,37.14285714285714
0.45,6.666666666666667,42.54067154535432,42.54067154535432,0.0,64.28571428571428
0.45,6.666666666666667,42.54067154535432,42.54067154535432,0.0,91.42857142857143
0.45,6.666666666666667,42.54067154535432,42.54067154535432,0.0,118.57142857142857
0.45,6.666666666666667,42.54067154535432,42.54067154535432,0.0,145.71428571428572
0.45,6.666666666666667,42.54067154535432,42.54067154535432,0.0,172.85714285714286
0.45,6.666666666666667,42.54067154535432,42.54067154535432,0.0,200.0
0.45,8.88888888888889,37.75975298747954,37.75975298747954,0.0,10.0
0.45,8.88888888888889,37.75975298747954,37.75975298747954,0.0,37.14285714285714
0.45,8.88888888888889,37.75975298747954,37.75975298747954,0.0,64.28571428571428
0.45,8.88888888888889,37.75975298747954,37.75975298747954,0.0,91.42857142857143
0.45,8.88888888888889,37.75975298747954,37.75975298747954,0.0,118.57142857142857
0.45,8.88888888888889,37.75975298747954,37.75975298747954,0.0,145.71428571428572
0.45,8.88888888888889,37.75975298747954,37.75975298747954,0.0,172.85714285714286
0.45,8.88888888888889,37.75975298747954,37.75975298747954,0.0,200.0
0.45,11.11111111111111,33.741729228733966,33.741729228733966,0.0,10.0
